dname,sname,date,timestamp,minutes
E421,ET2,2025-09-10,2025-09-10 08:45:16,525
E421,ET2,2025-09-11,2025-09-11 08:44:54,524
E421,ET2,2025-09-12,2025-09-12 08:44:01,524
E421,ET2,2025-09-15,2025-09-15 08:48:45,528
E421,ET2,2025-09-22,2025-09-22 09:37:43,577
E421,ET2,2025-09-27,2025-09-27 09:05:10,545
E421,ET2,2025-09-30,2025-09-30 09:09:00,549
E421,ET2,2025-10-06,2025-10-06 08:43:56,523
E421,ET2,2025-10-07,2025-10-07 08:45:39,525
E421,ET2,2025-10-08,2025-10-08 08:49:08,529
E421,ET2,2025-10-09,2025-10-09 08:47:26,527
E421,ET2,2025-10-10,2025-10-10 08:43:54,523
E421,ET2,2025-10-11,2025-10-11 08:46:17,526
E421,ET2,2025-10-13,2025-10-13 08:46:44,526
E421,ET2,2025-10-14,2025-10-14 08:46:18,526
E421,ET2,2025-10-15,2025-10-15 16:29:58,989
E421,ET2,2025-10-16,2025-10-16 08:47:52,527
E421,ET2,2025-10-17,2025-10-17 08:49:51,529
E421,ET2,2025-10-18,2025-10-18 08:48:43,528
E421,ET2,2025-10-22,2025-10-22 08:47:22,527
E421,ET2,2025-10-23,2025-10-23 08:48:46,528
E421,ET2,2025-10-25,2025-10-25 08:46:40,526
E421,ET2,2025-10-27,2025-10-27 08:49:13,529
E421,ET2,2025-10-28,2025-10-28 16:28:40,988
E421,ET2,2025-10-29,2025-10-29 08:46:41,526
E421,ET2,2025-10-30,2025-10-30 08:48:45,528
E421,ET2,2025-10-31,2025-10-31 08:46:56,526
E421,ET2,2025-11-01,2025-11-01 08:50:14,530
E421,ET2,2025-11-03,2025-11-03 08:49:49,529
E421,ET2,2025-11-06,2025-11-06 08:47:27,527
E421,ET2,2025-11-07,2025-11-07 08:49:32,529
E421,ET2,2025-11-10,2025-11-10 08:51:40,531
E421,ET2,2025-11-12,2025-11-12 08:49:36,529
E421,ET2,2025-11-13,2025-11-13 08:49:08,529
E421,ET2,2025-11-14,2025-11-14 08:48:58,528
E421,ET2,2025-11-18,2025-11-18 08:43:46,523
E421,ET2,2025-11-19,2025-11-19 08:50:07,530
E421,ET2,2025-11-20,2025-11-20 08:49:53,529
E421,ET2,2025-11-21,2025-11-21 08:48:30,528
E421,ET2,2025-11-24,2025-11-24 08:48:34,528
E421,ET2,2025-11-26,2025-11-26 08:48:46,528
E421,ET2,2025-11-29,2025-11-29 09:13:37,553
E421,ET2,2025-12-02,2025-12-02 08:49:43,529
E421,ET2,2025-12-03,2025-12-03 08:48:41,528
E421,ET2,2025-12-04,2025-12-04 08:53:02,533
E421,ET2,2025-12-05,2025-12-05 08:51:43,531
E421,ET2,2025-12-06,2025-12-06 08:55:15,535
E421,ET2,2025-12-08,2025-12-08 08:47:21,527
E421,ET2,2025-12-09,2025-12-09 08:52:17,532
E421,ET2,2025-12-10,2025-12-10 08:51:25,531
E421,ET2,2025-12-11,2025-12-11 08:49:41,529
E421,ET2,2025-12-13,2025-12-13 08:47:10,527
E421,ET2,2025-12-16,2025-12-16 08:50:18,530
E421,ET2,2025-12-18,2025-12-18 08:47:04,527
E421,ET2,2025-12-19,2025-12-19 08:48:39,528
E421,ET2,2025-12-20,2025-12-20 08:46:23,526
E421,ET2,2025-12-23,2025-12-23 08:51:19,531
E421,ET2,2025-12-24,2025-12-24 09:05:03,545
E421,ET2,2025-12-26,2025-12-26 09:15:33,555
E421,ET2,2025-12-30,2025-12-30 09:20:12,560
E421,ET2,2026-01-03,2026-01-03 09:01:47,541
E421,ET2,2026-01-07,2026-01-07 08:48:33,528
E421,ET2,2026-01-08,2026-01-08 08:48:32,528
E421,ET2,2026-01-10,2026-01-10 10:13:10,613
E421,ET2,2026-01-14,2026-01-14 08:53:36,533
E421,ET2,2026-01-19,2026-01-19 08:47:56,527
E421,ET2,2026-01-23,2026-01-23 08:47:28,527
E421,ET2,2026-01-27,2026-01-27 08:50:34,530
E421,ET2,2026-01-29,2026-01-29 08:47:54,527
E421,ET2,2026-01-30,2026-01-30 08:54:58,534
E421,ET2,2026-01-31,2026-01-31 08:48:00,528
E421,ET2,2026-02-03,2026-02-03 08:47:01,527
E421,ET2,2026-02-06,2026-02-06 08:51:32,531
E422,ET1,2025-09-02,2025-09-02 08:32:54,512
E422,ET1,2025-09-03,2025-09-03 08:33:39,513
E422,ET1,2025-09-04,2025-09-04 08:28:34,508
E422,ET1,2025-09-09,2025-09-09 08:37:21,517
E422,ET1,2025-09-12,2025-09-12 08:28:19,508
E422,ET1,2025-09-13,2025-09-13 08:15:10,495
E422,ET1,2025-09-15,2025-09-15 08:27:43,507
E422,ET1,2025-09-16,2025-09-16 08:37:22,517
E422,ET1,2025-09-19,2025-09-19 08:24:52,504
E422,ET1,2025-09-29,2025-09-29 08:36:31,516
E422,ET1,2025-11-07,2025-11-07 08:45:27,525
E422,ET1,2025-11-10,2025-11-10 08:39:44,519
E422,ET1,2025-11-11,2025-11-11 08:28:20,508
E422,ET1,2025-11-12,2025-11-12 08:36:30,516
E422,ET1,2025-11-14,2025-11-14 08:36:53,516
E422,ET1,2025-11-17,2025-11-17 08:32:32,512
E422,ET1,2025-11-18,2025-11-18 08:34:31,514
E422,ET1,2025-11-19,2025-11-19 08:45:02,525
E422,ET1,2025-11-24,2025-11-24 08:33:23,513
E422,ET1,2025-11-25,2025-11-25 08:26:22,506
E422,ET1,2025-11-28,2025-11-28 08:27:50,507
E422,ET1,2025-12-03,2025-12-03 08:44:31,524
E422,ET1,2025-12-04,2025-12-04 08:40:32,520
E422,ET1,2025-12-09,2025-12-09 08:31:21,511
E422,ET1,2025-12-10,2025-12-10 08:39:00,519
E422,ET1,2025-12-15,2025-12-15 08:44:39,524
E422,ET1,2025-12-16,2025-12-16 08:43:32,523
E422,ET1,2025-12-17,2025-12-17 08:47:45,527
E422,ET1,2025-12-22,2025-12-22 08:44:20,524
E422,ET1,2025-12-24,2025-12-24 09:01:27,541
E422,ET1,2025-12-27,2025-12-27 08:57:55,537
E422,ET1,2025-12-30,2025-12-30 08:55:02,535
E422,ET1,2026-01-02,2026-01-02 08:48:55,528
E422,ET1,2026-01-03,2026-01-03 09:02:17,542
E422,ET1,2026-01-05,2026-01-05 08:45:01,525
E422,ET1,2026-01-07,2026-01-07 08:44:33,524
E422,ET1,2026-01-08,2026-01-08 08:51:23,531
E422,ET1,2026-01-09,2026-01-09 08:32:21,512
E422,ET1,2026-01-14,2026-01-14 08:52:56,532
E422,ET1,2026-01-23,2026-01-23 08:41:17,521
E422,ET1,2026-01-24,2026-01-24 08:49:35,529
E422,ET1,2026-01-30,2026-01-30 08:39:22,519
E422,ET1,2026-01-31,2026-01-31 08:55:36,535
E422,ET1,2026-02-03,2026-02-03 08:39:16,519
E422,ET1,2026-02-06,2026-02-06 08:32:51,512
E422,ET2,2025-09-02,2025-09-02 08:32:54,512
E422,ET2,2025-09-03,2025-09-03 08:33:40,513
E422,ET2,2025-09-08,2025-09-08 08:38:26,518
E422,ET2,2025-09-09,2025-09-09 08:37:20,517
E422,ET2,2025-09-10,2025-09-10 08:53:08,533
E422,ET2,2025-09-12,2025-09-12 08:28:18,508
E422,ET2,2025-09-13,2025-09-13 08:15:01,495
E422,ET2,2025-09-15,2025-09-15 08:27:44,507
E422,ET2,2025-09-16,2025-09-16 08:37:12,517
E422,ET2,2025-09-18,2025-09-18 08:36:07,516
E422,ET2,2025-09-19,2025-09-19 08:24:47,504
E422,ET2,2025-09-26,2025-09-26 08:36:26,516
E422,ET2,2025-09-27,2025-09-27 08:41:24,521
E422,ET2,2025-09-29,2025-09-29 08:36:31,516
E422,ET2,2025-09-30,2025-09-30 09:02:39,542
E422,ET2,2025-10-06,2025-10-06 08:34:46,514
E422,ET2,2025-10-07,2025-10-07 08:43:29,523
E422,ET2,2025-10-08,2025-10-08 08:44:23,524
E422,ET2,2025-10-09,2025-10-09 08:37:21,517
E422,ET2,2025-10-10,2025-10-10 08:29:29,509
E422,ET2,2025-10-11,2025-10-11 08:31:07,511
E422,ET2,2025-10-13,2025-10-13 08:34:19,514
E422,ET2,2025-10-14,2025-10-14 08:22:33,502
E422,ET2,2025-10-15,2025-10-15 15:47:31,947
E422,ET2,2025-10-16,2025-10-16 08:42:02,522
E422,ET2,2025-10-17,2025-10-17 08:35:30,515
E422,ET2,2025-10-18,2025-10-18 09:00:04,540
E422,ET2,2025-10-22,2025-10-22 08:50:07,530
E422,ET2,2025-10-23,2025-10-23 08:39:10,519
E422,ET2,2025-10-25,2025-10-25 08:45:00,525
E422,ET2,2025-10-28,2025-10-28 15:36:36,936
E422,ET2,2025-10-29,2025-10-29 08:37:05,517
E422,ET2,2025-10-30,2025-10-30 08:29:54,509
E422,ET2,2025-10-31,2025-10-31 08:26:34,506
E422,ET2,2025-11-01,2025-11-01 08:54:50,534
E422,ET2,2025-11-03,2025-11-03 08:34:26,514
E422,ET2,2025-11-06,2025-11-06 08:31:42,511
E422,ET2,2025-11-07,2025-11-07 08:45:27,525
E422,ET2,2025-11-08,2025-11-08 08:35:17,515
E422,ET2,2025-11-10,2025-11-10 08:39:44,519
E422,ET2,2025-11-11,2025-11-11 08:28:20,508
E422,ET2,2025-11-12,2025-11-12 08:36:30,516
E422,ET2,2025-11-14,2025-11-14 08:36:53,516
E422,ET2,2025-11-17,2025-11-17 08:32:32,512
E422,ET2,2025-11-18,2025-11-18 08:34:31,514
E422,ET2,2025-11-19,2025-11-19 08:45:02,525
E422,ET2,2025-11-20,2025-11-20 08:20:42,500
E422,ET2,2025-11-21,2025-11-21 08:32:54,512
E422,ET2,2025-11-24,2025-11-24 08:33:23,513
E422,ET2,2025-11-25,2025-11-25 08:26:22,506
E422,ET2,2025-11-26,2025-11-26 08:41:51,521
E422,ET2,2025-11-27,2025-11-27 08:47:55,527
E422,ET2,2025-11-28,2025-11-28 08:27:50,507
E422,ET2,2025-11-29,2025-11-29 09:13:32,553
E422,ET2,2025-12-01,2025-12-01 08:36:37,516
E422,ET2,2025-12-02,2025-12-02 08:29:42,509
E422,ET2,2025-12-03,2025-12-03 08:44:31,524
E422,ET2,2025-12-04,2025-12-04 08:40:32,520
E422,ET2,2025-12-05,2025-12-05 08:38:43,518
E422,ET2,2025-12-06,2025-12-06 08:44:35,524
E422,ET2,2025-12-10,2025-12-10 08:39:00,519
E422,ET2,2025-12-12,2025-12-12 08:42:45,522
E422,ET2,2025-12-13,2025-12-13 08:41:25,521
E422,ET2,2025-12-16,2025-12-16 08:43:32,523
E422,ET2,2025-12-17,2025-12-17 08:47:45,527
E422,ET2,2025-12-18,2025-12-18 08:45:49,525
E422,ET2,2025-12-19,2025-12-19 08:26:08,506
E422,ET2,2025-12-20,2025-12-20 08:49:24,529
E422,ET2,2025-12-22,2025-12-22 08:44:20,524
E422,ET2,2025-12-23,2025-12-23 08:39:59,519
E422,ET2,2025-12-26,2025-12-26 08:50:37,530
E422,ET2,2025-12-27,2025-12-27 08:57:55,537
E422,ET2,2025-12-29,2025-12-29 15:55:45,955
E422,ET2,2025-12-30,2025-12-30 08:55:02,535
E422,ET2,2026-01-05,2026-01-05 08:45:01,525
E422,ET2,2026-01-06,2026-01-06 08:38:38,518
E422,ET2,2026-01-07,2026-01-07 08:44:33,524
E422,ET2,2026-01-08,2026-01-08 08:51:23,531
E422,ET2,2026-01-09,2026-01-09 08:32:21,512
E422,ET2,2026-01-12,2026-01-12 08:36:18,516
E422,ET2,2026-01-13,2026-01-13 08:43:18,523
E422,ET2,2026-01-14,2026-01-14 08:52:56,532
E422,ET2,2026-01-19,2026-01-19 08:38:31,518
E422,ET2,2026-01-20,2026-01-20 08:39:50,519
E422,ET2,2026-01-21,2026-01-21 08:40:34,520
E422,ET2,2026-01-22,2026-01-22 08:45:14,525
E422,ET2,2026-01-24,2026-01-24 08:49:35,529
E422,ET2,2026-01-28,2026-01-28 08:44:34,524
E422,ET2,2026-01-29,2026-01-29 08:44:19,524
E422,ET2,2026-01-30,2026-01-30 08:39:22,519
E422,ET2,2026-01-31,2026-01-31 08:55:36,535
E422,ET2,2026-02-02,2026-02-02 08:48:52,528
E422,ET2,2026-02-04,2026-02-04 08:48:36,528
E422,ET2,2026-02-05,2026-02-05 08:43:26,523
E422,ET2,2026-02-06,2026-02-06 08:32:51,512
E423,ET1,2025-09-02,2025-09-02 08:32:24,512
E423,ET1,2025-09-03,2025-09-03 08:37:27,517
E423,ET1,2025-09-04,2025-09-04 08:35:22,515
E423,ET1,2025-09-05,2025-09-05 09:05:40,545
E423,ET1,2025-09-06,2025-09-06 08:48:16,528
E423,ET1,2025-09-08,2025-09-08 08:48:02,528
E423,ET1,2025-09-09,2025-09-09 08:40:03,520
E423,ET1,2025-09-10,2025-09-10 08:42:15,522
E423,ET1,2025-09-13,2025-09-13 08:14:55,494
E423,ET1,2025-09-15,2025-09-15 08:59:36,539
E423,ET1,2025-09-16,2025-09-16 08:28:36,508
E423,ET1,2025-09-17,2025-09-17 08:34:20,514
E423,ET1,2025-09-18,2025-09-18 08:36:22,516
E423,ET1,2025-09-25,2025-09-25 08:20:06,500
E423,ET1,2025-09-26,2025-09-26 08:03:55,483
E423,ET1,2025-09-27,2025-09-27 08:30:29,510
E423,ET1,2025-09-29,2025-09-29 09:07:01,547
E423,ET2,2025-09-02,2025-09-02 08:32:15,512
E423,ET2,2025-09-03,2025-09-03 08:37:16,517
E423,ET2,2025-09-04,2025-09-04 08:35:16,515
E423,ET2,2025-09-05,2025-09-05 09:00:15,540
E423,ET2,2025-09-06,2025-09-06 08:48:11,528
E423,ET2,2025-09-08,2025-09-08 08:48:00,528
E423,ET2,2025-09-09,2025-09-09 08:39:56,519
E423,ET2,2025-09-10,2025-09-10 08:42:13,522
E423,ET2,2025-09-11,2025-09-11 08:48:42,528
E423,ET2,2025-09-12,2025-09-12 08:59:35,539
E423,ET2,2025-09-13,2025-09-13 08:14:55,494
E423,ET2,2025-09-15,2025-09-15 09:00:22,540
E423,ET2,2025-09-16,2025-09-16 08:28:33,508
E423,ET2,2025-09-17,2025-09-17 08:34:17,514
E423,ET2,2025-09-18,2025-09-18 08:36:07,516
E423,ET2,2025-09-19,2025-09-19 08:37:21,517
E423,ET2,2025-09-23,2025-09-23 08:37:20,517
E423,ET2,2025-09-24,2025-09-24 08:42:12,522
E423,ET2,2025-09-25,2025-09-25 08:20:06,500
E423,ET2,2025-09-26,2025-09-26 08:03:55,483
E423,ET2,2025-09-27,2025-09-27 08:30:29,510
E423,ET2,2025-09-30,2025-09-30 09:02:44,542
E423,ET2,2025-10-06,2025-10-06 08:31:56,511
E423,ET2,2025-10-09,2025-10-09 08:29:11,509
E423,ET2,2025-10-10,2025-10-10 08:32:14,512
E423,ET2,2025-10-11,2025-10-11 09:11:53,551
E423,ET2,2025-10-13,2025-10-13 07:58:59,478
E423,ET2,2025-10-14,2025-10-14 08:34:38,514
E423,ET2,2025-10-15,2025-10-15 15:47:21,947
E423,ET2,2025-10-16,2025-10-16 07:45:57,465
E423,ET2,2025-10-17,2025-10-17 08:12:25,492
E423,ET2,2025-10-18,2025-10-18 08:03:38,483
E423,ET2,2025-10-22,2025-10-22 08:35:26,515
E423,ET2,2025-10-23,2025-10-23 08:32:50,512
E423,ET2,2025-10-25,2025-10-25 08:40:05,520
E423,ET2,2025-10-27,2025-10-27 08:39:33,519
E423,ET2,2025-10-28,2025-10-28 16:28:40,988
E423,ET2,2025-10-29,2025-10-29 08:35:55,515
E423,ET2,2025-10-30,2025-10-30 08:40:34,520
E423,ET2,2025-10-31,2025-10-31 08:36:24,516
E423,ET2,2025-11-01,2025-11-01 08:35:29,515
E423,ET2,2025-11-03,2025-11-03 08:32:12,512
E423,ET2,2025-11-06,2025-11-06 08:21:12,501
E424,ET1,2025-09-02,2025-09-02 08:47:10,527
E424,ET1,2025-09-03,2025-09-03 07:28:49,448
E424,ET1,2025-09-04,2025-09-04 08:49:26,529
E424,ET1,2025-09-06,2025-09-06 09:03:28,543
E424,ET1,2025-09-07,2025-09-07 09:35:36,575
E424,ET1,2025-09-08,2025-09-08 08:52:20,532
E424,ET1,2025-09-09,2025-09-09 08:52:13,532
E424,ET1,2025-09-10,2025-09-10 07:26:24,446
E424,ET1,2025-09-11,2025-09-11 08:47:49,527
E424,ET1,2025-09-12,2025-09-12 08:45:05,525
E424,ET1,2025-09-13,2025-09-13 08:41:48,521
E424,ET1,2025-09-15,2025-09-15 08:46:05,526
E424,ET1,2025-09-16,2025-09-16 07:26:20,446
E424,ET1,2025-09-17,2025-09-17 07:26:36,446
E424,ET1,2025-09-18,2025-09-18 07:26:53,446
E424,ET1,2025-09-19,2025-09-19 07:25:14,445
E424,ET1,2025-09-22,2025-09-22 09:52:00,592
E424,ET1,2025-09-23,2025-09-23 07:25:29,445
E424,ET1,2025-09-24,2025-09-24 07:27:21,447
E424,ET1,2025-09-25,2025-09-25 07:28:01,448
E424,ET1,2025-09-26,2025-09-26 08:44:01,524
E424,ET1,2025-09-27,2025-09-27 09:09:20,549
E424,ET1,2025-09-29,2025-09-29 09:13:21,553
E424,ET1,2025-11-07,2025-11-07 08:44:52,524
E424,ET1,2025-11-08,2025-11-08 07:25:06,445
E424,ET1,2025-11-10,2025-11-10 07:28:19,448
E424,ET1,2025-11-11,2025-11-11 07:27:04,447
E424,ET1,2025-11-13,2025-11-13 08:47:28,527
E424,ET1,2025-11-14,2025-11-14 08:47:43,527
E424,ET1,2025-11-17,2025-11-17 08:44:42,524
E424,ET1,2025-11-18,2025-11-18 07:27:00,447
E424,ET1,2025-11-19,2025-11-19 07:27:26,447
E424,ET1,2025-11-20,2025-11-20 07:25:52,445
E424,ET1,2025-11-21,2025-11-21 07:28:04,448
E424,ET1,2025-11-24,2025-11-24 08:48:28,528
E424,ET1,2025-11-26,2025-11-26 08:48:01,528
E424,ET1,2025-11-27,2025-11-27 08:47:11,527
E424,ET1,2025-11-28,2025-11-28 07:26:25,446
E424,ET1,2025-11-29,2025-11-29 08:47:57,527
E424,ET1,2025-11-30,2025-11-30 09:21:24,561
E424,ET1,2025-12-01,2025-12-01 07:25:56,445
E424,ET1,2025-12-02,2025-12-02 08:47:27,527
E424,ET1,2025-12-03,2025-12-03 07:27:40,447
E424,ET1,2025-12-04,2025-12-04 09:41:04,581
E424,ET1,2025-12-05,2025-12-05 07:28:57,448
E424,ET1,2025-12-08,2025-12-08 07:28:20,448
E424,ET1,2025-12-09,2025-12-09 08:46:07,526
E424,ET1,2025-12-10,2025-12-10 08:40:50,520
E424,ET1,2025-12-11,2025-12-11 08:38:15,518
E424,ET1,2025-12-13,2025-12-13 08:46:31,526
E424,ET1,2025-12-15,2025-12-15 08:41:08,521
E424,ET1,2025-12-16,2025-12-16 07:27:51,447
E424,ET1,2025-12-17,2025-12-17 07:27:33,447
E424,ET1,2025-12-18,2025-12-18 07:27:23,447
E424,ET1,2025-12-19,2025-12-19 07:27:37,447
E424,ET1,2025-12-20,2025-12-20 07:24:32,444
E424,ET1,2025-12-21,2025-12-21 09:34:08,574
E424,ET1,2025-12-22,2025-12-22 07:27:24,447
E424,ET1,2025-12-23,2025-12-23 07:27:23,447
E424,ET1,2025-12-24,2025-12-24 09:02:32,542
E424,ET1,2025-12-26,2025-12-26 09:04:33,544
E424,ET1,2025-12-27,2025-12-27 09:02:35,542
E424,ET1,2025-12-29,2025-12-29 11:02:01,662
E424,ET1,2025-12-30,2025-12-30 09:10:12,550
E424,ET1,2025-12-31,2025-12-31 06:20:58,380
E424,ET2,2025-09-02,2025-09-02 08:47:07,527
E424,ET2,2025-09-04,2025-09-04 08:49:20,529
E424,ET2,2025-09-06,2025-09-06 09:03:27,543
E424,ET2,2025-09-08,2025-09-08 08:52:18,532
E424,ET2,2025-09-09,2025-09-09 08:52:09,532
E424,ET2,2025-09-10,2025-09-10 07:26:26,446
E424,ET2,2025-09-11,2025-09-11 08:47:45,527
E424,ET2,2025-09-12,2025-09-12 08:45:07,525
E424,ET2,2025-09-13,2025-09-13 08:41:44,521
E424,ET2,2025-09-19,2025-09-19 07:25:19,445
E424,ET2,2025-09-22,2025-09-22 09:52:00,592
E424,ET2,2025-09-23,2025-09-23 07:25:29,445
E424,ET2,2025-09-24,2025-09-24 07:27:21,447
E424,ET2,2025-09-26,2025-09-26 08:44:01,524
E424,ET2,2025-09-27,2025-09-27 09:09:20,549
E424,ET2,2025-09-29,2025-09-29 09:13:21,553
E424,ET2,2025-09-30,2025-09-30 09:08:30,548
E424,ET2,2025-10-06,2025-10-06 07:27:45,447
E424,ET2,2025-10-07,2025-10-07 08:41:49,521
E424,ET2,2025-10-08,2025-10-08 07:28:42,448
E424,ET2,2025-10-09,2025-10-09 08:47:41,527
E424,ET2,2025-10-10,2025-10-10 07:27:38,447
E424,ET2,2025-10-11,2025-10-11 08:51:37,531
E424,ET2,2025-10-13,2025-10-13 07:35:33,455
E424,ET2,2025-10-14,2025-10-14 08:46:59,526
E424,ET2,2025-10-15,2025-10-15 15:55:27,955
E424,ET2,2025-10-16,2025-10-16 07:26:01,446
E424,ET2,2025-10-17,2025-10-17 08:43:36,523
E424,ET2,2025-10-18,2025-10-18 08:48:23,528
E424,ET2,2025-10-22,2025-10-22 08:47:37,527
E424,ET2,2025-10-23,2025-10-23 07:28:25,448
E424,ET2,2025-10-24,2025-10-24 07:26:50,446
E424,ET2,2025-10-25,2025-10-25 07:28:59,448
E424,ET2,2025-10-27,2025-10-27 07:28:07,448
E424,ET2,2025-10-29,2025-10-29 07:26:54,446
E424,ET2,2025-10-30,2025-10-30 08:44:00,524
E424,ET2,2025-10-31,2025-10-31 08:44:34,524
E424,ET2,2025-11-01,2025-11-01 07:25:13,445
E424,ET2,2025-11-02,2025-11-02 09:20:36,560
E424,ET2,2025-11-03,2025-11-03 07:27:12,447
E424,ET2,2025-11-06,2025-11-06 08:47:07,527
E424,ET2,2025-11-07,2025-11-07 08:44:52,524
E424,ET2,2025-11-10,2025-11-10 07:28:19,448
E424,ET2,2025-11-12,2025-11-12 08:47:00,527
E424,ET2,2025-11-17,2025-11-17 08:44:42,524
E424,ET2,2025-11-19,2025-11-19 07:27:26,447
E424,ET2,2025-11-21,2025-11-21 07:28:04,448
E424,ET2,2025-11-24,2025-11-24 08:48:28,528
E424,ET2,2025-11-26,2025-11-26 08:48:01,528
E424,ET2,2025-11-27,2025-11-27 08:47:11,527
E424,ET2,2025-11-28,2025-11-28 07:26:25,446
E424,ET2,2025-11-29,2025-11-29 08:47:57,527
