person,device,date,timestamp
E421,ET2,2026-01-31,2026-01-31 08:48:00
E421,ET2,2026-02-03,2026-02-03 08:47:01
E421,ET2,2026-02-06,2026-02-06 08:51:32
E422,ET1,2025-09-02,2025-09-02 08:32:54
E422,ET1,2025-09-03,2025-09-03 08:33:39
E422,ET1,2025-09-04,2025-09-04 08:28:34
E422,ET1,2025-09-09,2025-09-09 08:37:21
E422,ET1,2025-09-12,2025-09-12 08:28:19
E422,ET1,2025-09-13,2025-09-13 08:15:10
E422,ET1,2025-09-15,2025-09-15 08:27:43
E422,ET1,2025-09-16,2025-09-16 08:37:22
E422,ET1,2025-09-19,2025-09-19 08:24:52
E422,ET1,2025-09-29,2025-09-29 08:36:31
E422,ET1,2025-11-07,2025-11-07 08:45:27
E422,ET1,2025-11-10,2025-11-10 08:39:44
E422,ET1,2025-11-11,2025-11-11 08:28:20
E422,ET1,2025-11-12,2025-11-12 08:36:30
E422,ET1,2025-11-14,2025-11-14 08:36:53
E422,ET1,2025-11-17,2025-11-17 08:32:32
E422,ET1,2025-11-18,2025-11-18 08:34:31
E422,ET1,2025-11-19,2025-11-19 08:45:02
E422,ET1,2025-11-24,2025-11-24 08:33:23
E422,ET1,2025-11-25,2025-11-25 08:26:22
E422,ET1,2025-11-28,2025-11-28 08:27:50
E422,ET1,2025-12-03,2025-12-03 08:44:31
E422,ET1,2025-12-04,2025-12-04 08:40:32
E422,ET1,2025-12-09,2025-12-09 08:31:21
E422,ET1,2025-12-10,2025-12-10 08:39:00
E422,ET1,2025-12-15,2025-12-15 08:44:39
E422,ET1,2025-12-16,2025-12-16 08:43:32
E422,ET1,2025-12-17,2025-12-17 08:47:45
E422,ET1,2025-12-22,2025-12-22 08:44:20
E422,ET1,2025-12-24,2025-12-24 09:01:27
E422,ET1,2025-12-27,2025-12-27 08:57:55
E422,ET1,2025-12-30,2025-12-30 08:55:02
E422,ET1,2026-01-02,2026-01-02 08:48:55
E422,ET1,2026-01-03,2026-01-03 09:02:17
E422,ET1,2026-01-05,2026-01-05 08:45:01
E422,ET1,2026-01-07,2026-01-07 08:44:33
E422,ET1,2026-01-08,2026-01-08 08:51:23
E422,ET1,2026-01-09,2026-01-09 08:32:21
E422,ET1,2026-01-14,2026-01-14 08:52:56
E422,ET1,2026-01-23,2026-01-23 08:41:17
E422,ET1,2026-01-24,2026-01-24 08:49:35
E422,ET1,2026-01-30,2026-01-30 08:39:22
E422,ET1,2026-01-31,2026-01-31 08:55:36
E422,ET1,2026-02-03,2026-02-03 08:39:16
E422,ET1,2026-02-06,2026-02-06 08:32:51
E422,ET2,2025-09-02,2025-09-02 08:32:54
E422,ET2,2025-09-03,2025-09-03 08:33:40
E422,ET2,2025-09-08,2025-09-08 08:38:26
E422,ET2,2025-09-09,2025-09-09 08:37:20
E422,ET2,2025-09-10,2025-09-10 08:53:08
E422,ET2,2025-09-12,2025-09-12 08:28:18
E422,ET2,2025-09-13,2025-09-13 08:15:01
E422,ET2,2025-09-15,2025-09-15 08:27:44
E422,ET2,2025-09-16,2025-09-16 08:37:12
E422,ET2,2025-09-18,2025-09-18 08:36:07
E422,ET2,2025-09-19,2025-09-19 08:24:47
E422,ET2,2025-09-26,2025-09-26 08:36:26
E422,ET2,2025-09-27,2025-09-27 08:41:24
E422,ET2,2025-09-29,2025-09-29 08:36:31
E422,ET2,2025-09-30,2025-09-30 09:02:39
E422,ET2,2025-10-06,2025-10-06 08:34:46
E422,ET2,2025-10-07,2025-10-07 08:43:29
E422,ET2,2025-10-08,2025-10-08 08:44:23
E422,ET2,2025-10-09,2025-10-09 08:37:21
E422,ET2,2025-10-10,2025-10-10 08:29:29
E422,ET2,2025-10-11,2025-10-11 08:31:07
E422,ET2,2025-10-13,2025-10-13 08:34:19
E422,ET2,2025-10-14,2025-10-14 08:22:33
E422,ET2,2025-10-15,2025-10-15 15:47:31
E422,ET2,2025-10-16,2025-10-16 08:42:02
E422,ET2,2025-10-17,2025-10-17 08:35:30
E422,ET2,2025-10-18,2025-10-18 09:00:04
E422,ET2,2025-10-22,2025-10-22 08:50:07
E422,ET2,2025-10-23,2025-10-23 08:39:10
E422,ET2,2025-10-25,2025-10-25 08:45:00
E422,ET2,2025-10-28,2025-10-28 15:36:36
E422,ET2,2025-10-29,2025-10-29 08:37:05
E422,ET2,2025-10-30,2025-10-30 08:29:54
E422,ET2,2025-10-31,2025-10-31 08:26:34
E422,ET2,2025-11-01,2025-11-01 08:54:50
E422,ET2,2025-11-03,2025-11-03 08:34:26
E422,ET2,2025-11-06,2025-11-06 08:31:42
E422,ET2,2025-11-07,2025-11-07 08:45:27
E422,ET2,2025-11-08,2025-11-08 08:35:17
E422,ET2,2025-11-10,2025-11-10 08:39:44
E422,ET2,2025-11-11,2025-11-11 08:28:20
E422,ET2,2025-11-12,2025-11-12 08:36:30
E422,ET2,2025-11-14,2025-11-14 08:36:53
E422,ET2,2025-11-17,2025-11-17 08:32:32
E422,ET2,2025-11-18,2025-11-18 08:34:31
E422,ET2,2025-11-19,2025-11-19 08:45:02
E422,ET2,2025-11-20,2025-11-20 08:20:42
E422,ET2,2025-11-21,2025-11-21 08:32:54
E422,ET2,2025-11-24,2025-11-24 08:33:23
E422,ET2,2025-11-25,2025-11-25 08:26:22
E422,ET2,2025-11-26,2025-11-26 08:41:51
E422,ET2,2025-11-27,2025-11-27 08:47:55
E422,ET2,2025-11-28,2025-11-28 08:27:50
E422,ET2,2025-11-29,2025-11-29 09:13:32
E422,ET2,2025-12-01,2025-12-01 08:36:37
E422,ET2,2025-12-02,2025-12-02 08:29:42
E422,ET2,2025-12-03,2025-12-03 08:44:31
E422,ET2,2025-12-04,2025-12-04 08:40:32
E422,ET2,2025-12-05,2025-12-05 08:38:43
E422,ET2,2025-12-06,2025-12-06 08:44:35
E422,ET2,2025-12-10,2025-12-10 08:39:00
E422,ET2,2025-12-12,2025-12-12 08:42:45
E422,ET2,2025-12-13,2025-12-13 08:41:25
E422,ET2,2025-12-16,2025-12-16 08:43:32
E422,ET2,2025-12-17,2025-12-17 08:47:45
E422,ET2,2025-12-18,2025-12-18 08:45:49
E422,ET2,2025-12-19,2025-12-19 08:26:08
E422,ET2,2025-12-20,2025-12-20 08:49:24
E422,ET2,2025-12-22,2025-12-22 08:44:20
E422,ET2,2025-12-23,2025-12-23 08:39:59
E422,ET2,2025-12-26,2025-12-26 08:50:37
E422,ET2,2025-12-27,2025-12-27 08:57:55
E422,ET2,2025-12-29,2025-12-29 15:55:45
E422,ET2,2025-12-30,2025-12-30 08:55:02
E422,ET2,2026-01-05,2026-01-05 08:45:01
E422,ET2,2026-01-06,2026-01-06 08:38:38
E422,ET2,2026-01-07,2026-01-07 08:44:33
E422,ET2,2026-01-08,2026-01-08 08:51:23
E422,ET2,2026-01-09,2026-01-09 08:32:21
E422,ET2,2026-01-12,2026-01-12 08:36:18
E422,ET2,2026-01-13,2026-01-13 08:43:18
E422,ET2,2026-01-14,2026-01-14 08:52:56
E422,ET2,2026-01-19,2026-01-19 08:38:31
E422,ET2,2026-01-20,2026-01-20 08:39:50
E422,ET2,2026-01-21,2026-01-21 08:40:34
E422,ET2,2026-01-22,2026-01-22 08:45:14
E422,ET2,2026-01-24,2026-01-24 08:49:35
E422,ET2,2026-01-28,2026-01-28 08:44:34
E422,ET2,2026-01-29,2026-01-29 08:44:19
E422,ET2,2026-01-30,2026-01-30 08:39:22
E422,ET2,2026-01-31,2026-01-31 08:55:36
E422,ET2,2026-02-02,2026-02-02 08:48:52
E422,ET2,2026-02-04,2026-02-04 08:48:36
E422,ET2,2026-02-05,2026-02-05 08:43:26
E422,ET2,2026-02-06,2026-02-06 08:32:51
E423,ET1,2025-09-02,2025-09-02 08:32:24
E423,ET1,2025-09-03,2025-09-03 08:37:27
E423,ET1,2025-09-04,2025-09-04 08:35:22
E423,ET1,2025-09-05,2025-09-05 09:05:40
E423,ET1,2025-09-06,2025-09-06 08:48:16
E423,ET1,2025-09-08,2025-09-08 08:48:02
E423,ET1,2025-09-09,2025-09-09 08:40:03
E423,ET1,2025-09-10,2025-09-10 08:42:15
E423,ET1,2025-09-13,2025-09-13 08:14:55
E423,ET1,2025-09-15,2025-09-15 08:59:36
E423,ET1,2025-09-16,2025-09-16 08:28:36
E423,ET1,2025-09-17,2025-09-17 08:34:20
E423,ET1,2025-09-18,2025-09-18 08:36:22
E423,ET1,2025-09-25,2025-09-25 08:20:06
E423,ET1,2025-09-26,2025-09-26 08:03:55
E423,ET1,2025-09-27,2025-09-27 08:30:29
E423,ET1,2025-09-29,2025-09-29 09:07:01
E423,ET2,2025-09-02,2025-09-02 08:32:15
E423,ET2,2025-09-03,2025-09-03 08:37:16
E423,ET2,2025-09-04,2025-09-04 08:35:16
E423,ET2,2025-09-05,2025-09-05 09:00:15
E423,ET2,2025-09-06,2025-09-06 08:48:11
E423,ET2,2025-09-08,2025-09-08 08:48:00
E423,ET2,2025-09-09,2025-09-09 08:39:56
E423,ET2,2025-09-10,2025-09-10 08:42:13
E423,ET2,2025-09-11,2025-09-11 08:48:42
E423,ET2,2025-09-12,2025-09-12 08:59:35
E423,ET2,2025-09-13,2025-09-13 08:14:55
E423,ET2,2025-09-15,2025-09-15 09:00:22
E423,ET2,2025-09-16,2025-09-16 08:28:33
E423,ET2,2025-09-17,2025-09-17 08:34:17
E423,ET2,2025-09-18,2025-09-18 08:36:07
E423,ET2,2025-09-19,2025-09-19 08:37:21
E423,ET2,2025-09-23,2025-09-23 08:37:20
E423,ET2,2025-09-24,2025-09-24 08:42:12
E423,ET2,2025-09-25,2025-09-25 08:20:06
E423,ET2,2025-09-26,2025-09-26 08:03:55
E423,ET2,2025-09-27,2025-09-27 08:30:29
E423,ET2,2025-09-30,2025-09-30 09:02:44
E423,ET2,2025-10-06,2025-10-06 08:31:56
E423,ET2,2025-10-09,2025-10-09 08:29:11
E423,ET2,2025-10-10,2025-10-10 08:32:14
E423,ET2,2025-10-11,2025-10-11 09:11:53
E423,ET2,2025-10-13,2025-10-13 07:58:59
E423,ET2,2025-10-14,2025-10-14 08:34:38
E423,ET2,2025-10-15,2025-10-15 15:47:21
E423,ET2,2025-10-16,2025-10-16 07:45:57
E423,ET2,2025-10-17,2025-10-17 08:12:25
E423,ET2,2025-10-18,2025-10-18 08:03:38
E423,ET2,2025-10-22,2025-10-22 08:35:26
E423,ET2,2025-10-23,2025-10-23 08:32:50
E423,ET2,2025-10-25,2025-10-25 08:40:05
E423,ET2,2025-10-27,2025-10-27 08:39:33
E423,ET2,2025-10-28,2025-10-28 16:28:40
E423,ET2,2025-10-29,2025-10-29 08:35:55
E423,ET2,2025-10-30,2025-10-30 08:40:34
E423,ET2,2025-10-31,2025-10-31 08:36:24
E423,ET2,2025-11-01,2025-11-01 08:35:29
E423,ET2,2025-11-03,2025-11-03 08:32:12
E423,ET2,2025-11-06,2025-11-06 08:21:12
E424,ET1,2025-09-02,2025-09-02 08:47:10
E424,ET1,2025-09-03,2025-09-03 07:28:49
E424,ET1,2025-09-04,2025-09-04 08:49:26
E424,ET1,2025-09-06,2025-09-06 09:03:28
E424,ET1,2025-09-07,2025-09-07 09:35:36
E424,ET1,2025-09-08,2025-09-08 08:52:20
E424,ET1,2025-09-09,2025-09-09 08:52:13
E424,ET1,2025-09-10,2025-09-10 07:26:24
E424,ET1,2025-09-11,2025-09-11 08:47:49
E424,ET1,2025-09-12,2025-09-12 08:45:05
E424,ET1,2025-09-13,2025-09-13 08:41:48
E424,ET1,2025-09-15,2025-09-15 08:46:05
E424,ET1,2025-09-16,2025-09-16 07:26:20
E424,ET1,2025-09-17,2025-09-17 07:26:36
E424,ET1,2025-09-18,2025-09-18 07:26:53
E424,ET1,2025-09-19,2025-09-19 07:25:14
E424,ET1,2025-09-22,2025-09-22 09:52:00
E424,ET1,2025-09-23,2025-09-23 07:25:29
E424,ET1,2025-09-24,2025-09-24 07:27:21
E424,ET1,2025-09-25,2025-09-25 07:28:01
E424,ET1,2025-09-26,2025-09-26 08:44:01
E424,ET1,2025-09-27,2025-09-27 09:09:20
E424,ET1,2025-09-29,2025-09-29 09:13:21
E424,ET1,2025-11-07,2025-11-07 08:44:52
E424,ET1,2025-11-08,2025-11-08 07:25:06
E424,ET1,2025-11-10,2025-11-10 07:28:19
E424,ET1,2025-11-11,2025-11-11 07:27:04
E424,ET1,2025-11-13,2025-11-13 08:47:28
E424,ET1,2025-11-14,2025-11-14 08:47:43
E424,ET1,2025-11-17,2025-11-17 08:44:42
E424,ET1,2025-11-18,2025-11-18 07:27:00
E424,ET1,2025-11-19,2025-11-19 07:27:26
E424,ET1,2025-11-20,2025-11-20 07:25:52
E424,ET1,2025-11-21,2025-11-21 07:28:04
E424,ET1,2025-11-24,2025-11-24 08:48:28
E424,ET1,2025-11-26,2025-11-26 08:48:01
E424,ET1,2025-11-27,2025-11-27 08:47:11
E424,ET1,2025-11-28,2025-11-28 07:26:25
E424,ET1,2025-11-29,2025-11-29 08:47:57
E424,ET1,2025-11-30,2025-11-30 09:21:24
E424,ET1,2025-12-01,2025-12-01 07:25:56
E424,ET1,2025-12-02,2025-12-02 08:47:27
E424,ET1,2025-12-03,2025-12-03 07:27:40
E424,ET1,2025-12-04,2025-12-04 09:41:04
E424,ET1,2025-12-05,2025-12-05 07:28:57
E424,ET1,2025-12-08,2025-12-08 07:28:20
E424,ET1,2025-12-09,2025-12-09 08:46:07
E424,ET1,2025-12-10,2025-12-10 08:40:50
E424,ET1,2025-12-11,2025-12-11 08:38:15
E424,ET1,2025-12-13,2025-12-13 08:46:31
E424,ET1,2025-12-15,2025-12-15 08:41:08
E424,ET1,2025-12-16,2025-12-16 07:27:51
E424,ET1,2025-12-17,2025-12-17 07:27:33
E424,ET1,2025-12-18,2025-12-18 07:27:23
E424,ET1,2025-12-19,2025-12-19 07:27:37
E424,ET1,2025-12-20,2025-12-20 07:24:32
E424,ET1,2025-12-21,2025-12-21 09:34:08
E424,ET1,2025-12-22,2025-12-22 07:27:24
E424,ET1,2025-12-23,2025-12-23 07:27:23
E424,ET1,2025-12-24,2025-12-24 09:02:32
E424,ET1,2025-12-26,2025-12-26 09:04:33
E424,ET1,2025-12-27,2025-12-27 09:02:35
E424,ET1,2025-12-29,2025-12-29 11:02:01
E424,ET1,2025-12-30,2025-12-30 09:10:12
E424,ET1,2025-12-31,2025-12-31 06:20:58
E424,ET2,2025-09-02,2025-09-02 08:47:07
E424,ET2,2025-09-04,2025-09-04 08:49:20
E424,ET2,2025-09-06,2025-09-06 09:03:27
E424,ET2,2025-09-08,2025-09-08 08:52:18
E424,ET2,2025-09-09,2025-09-09 08:52:09
E424,ET2,2025-09-10,2025-09-10 07:26:26
E424,ET2,2025-09-11,2025-09-11 08:47:45
E424,ET2,2025-09-12,2025-09-12 08:45:07
E424,ET2,2025-09-13,2025-09-13 08:41:44
E424,ET2,2025-09-19,2025-09-19 07:25:19
E424,ET2,2025-09-22,2025-09-22 09:52:00
E424,ET2,2025-09-23,2025-09-23 07:25:29
E424,ET2,2025-09-24,2025-09-24 07:27:21
E424,ET2,2025-09-26,2025-09-26 08:44:01
E424,ET2,2025-09-27,2025-09-27 09:09:20
E424,ET2,2025-09-29,2025-09-29 09:13:21
E424,ET2,2025-09-30,2025-09-30 09:08:30
E424,ET2,2025-10-06,2025-10-06 07:27:45
E424,ET2,2025-10-07,2025-10-07 08:41:49
E424,ET2,2025-10-08,2025-10-08 07:28:42
E424,ET2,2025-10-09,2025-10-09 08:47:41
E424,ET2,2025-10-10,2025-10-10 07:27:38
E424,ET2,2025-10-11,2025-10-11 08:51:37
E424,ET2,2025-10-13,2025-10-13 07:35:33
E424,ET2,2025-10-14,2025-10-14 08:46:59
E424,ET2,2025-10-15,2025-10-15 15:55:27
E424,ET2,2025-10-16,2025-10-16 07:26:01
E424,ET2,2025-10-17,2025-10-17 08:43:36
E424,ET2,2025-10-18,2025-10-18 08:48:23
E424,ET2,2025-10-22,2025-10-22 08:47:37
E424,ET2,2025-10-23,2025-10-23 07:28:25
E424,ET2,2025-10-24,2025-10-24 07:26:50
E424,ET2,2025-10-25,2025-10-25 07:28:59
E424,ET2,2025-10-27,2025-10-27 07:28:07
E424,ET2,2025-10-29,2025-10-29 07:26:54
E424,ET2,2025-10-30,2025-10-30 08:44:00
E424,ET2,2025-10-31,2025-10-31 08:44:34
E424,ET2,2025-11-01,2025-11-01 07:25:13
E424,ET2,2025-11-02,2025-11-02 09:20:36
E424,ET2,2025-11-03,2025-11-03 07:27:12
E424,ET2,2025-11-06,2025-11-06 08:47:07
E424,ET2,2025-11-07,2025-11-07 08:44:52
E424,ET2,2025-11-10,2025-11-10 07:28:19
E424,ET2,2025-11-12,2025-11-12 08:47:00
E424,ET2,2025-11-17,2025-11-17 08:44:42
E424,ET2,2025-11-19,2025-11-19 07:27:26
E424,ET2,2025-11-21,2025-11-21 07:28:04
E424,ET2,2025-11-24,2025-11-24 08:48:28
E424,ET2,2025-11-26,2025-11-26 08:48:01
E424,ET2,2025-11-27,2025-11-27 08:47:11
E424,ET2,2025-11-28,2025-11-28 07:26:25
E424,ET2,2025-11-29,2025-11-29 08:47:57
E424,ET2,2025-11-30,2025-11-30 09:21:24
E424,ET2,2025-12-02,2025-12-02 08:47:27
E424,ET2,2025-12-03,2025-12-03 07:27:40
E424,ET2,2025-12-04,2025-12-04 09:41:04
E424,ET2,2025-12-05,2025-12-05 07:28:57
E424,ET2,2025-12-06,2025-12-06 08:40:25
E424,ET2,2025-12-08,2025-12-08 07:28:20
E424,ET2,2025-12-09,2025-12-09 08:46:07
E424,ET2,2025-12-10,2025-12-10 08:40:50
E424,ET2,2025-12-11,2025-12-11 08:38:15
E424,ET2,2025-12-13,2025-12-13 08:46:31
E424,ET2,2025-12-15,2025-12-15 08:41:08
E424,ET2,2025-12-17,2025-12-17 07:27:33
E424,ET2,2025-12-18,2025-12-18 07:27:23
E424,ET2,2025-12-19,2025-12-19 07:27:37
E424,ET2,2025-12-21,2025-12-21 09:34:08
E424,ET2,2025-12-22,2025-12-22 07:27:24
E424,ET2,2025-12-23,2025-12-23 07:27:23
E424,ET2,2025-12-26,2025-12-26 09:04:33
E424,ET2,2025-12-27,2025-12-27 09:02:35
E424,ET2,2025-12-29,2025-12-29 11:02:01
E424,ET2,2025-12-30,2025-12-30 09:10:12
E425,ET1,2025-09-02,2025-09-02 08:50:34
E425,ET1,2025-09-04,2025-09-04 09:58:31
E425,ET1,2025-09-06,2025-09-06 09:11:38
E425,ET1,2025-09-08,2025-09-08 08:59:54
E425,ET1,2025-09-10,2025-09-10 08:51:06
E425,ET1,2025-09-11,2025-09-11 08:54:56
E425,ET1,2025-09-12,2025-09-12 08:52:35
E425,ET1,2025-09-15,2025-09-15 08:59:36
E425,ET1,2025-09-17,2025-09-17 08:53:02
E425,ET1,2025-09-18,2025-09-18 08:56:38
E425,ET1,2025-09-19,2025-09-19 08:58:57
E425,ET1,2025-09-22,2025-09-22 12:05:15
E425,ET1,2025-09-23,2025-09-23 08:53:36
E425,ET1,2025-09-24,2025-09-24 08:55:19
